0,5836.1511,-165.6253,-256.0135
0.01,5831.8463,-109.4176,-208.3498
0.02,6038.4776,-58.4143,-202.4998
0.03,6214.9752,-4.9736,-152.1999
0.04,6324.7481,135.8727,-119.1905
0.05,6344.1198,187.8702,-76.4446
0.06,6546.4463,136.5314,4.0025
0.07,6953.2517,104.2346,140.4562
0.08,7017.824,83.609,182.9202
0.09,6955.4041,-48.9939,155.4756
0.1,6748.7728,-50.3096,103.5221
0.11,6641.1523,-66.636,87.3024
0.12,6856.3933,-113.1082,-27.5491
0.13,7224.4553,-172.9741,-45.5989
0.14,7657.0897,-237.3916,-70.0632
0.15,7734.5764,-281.2567,-112.8852
0.16,7463.3728,-306.9971,-155.8008
0.17,6946.7945,-214.6628,-236.9759
0.18,6774.6017,-158.5091,-273.5375
0.19,6985.5379,-79.4696,-314.9255
0.2,7217.9981,-46.8118,-203.1575
0.21,7347.1427,-2.1559,-150.9668
0.22,7304.0945,22.549,-80.0753
0.23,7269.6559,16.6768,-49.437
0.24,7129.7493,-2.4467,-9.6878
0.25,7093.1583,-27.0822,7.253
0.26,7123.2921,-27.7359,18.5046
0.27,6948.9469,-4.8011,12.832
0.28,6729.4011,-56.8193,-13.9058
0.29,6604.5614,-63.5718,-39.5644
0.3,6660.524,-101.3585,-0.5275
0.31,6778.9065,-104.6393,-52.9827
0.32,7058.7198,-120.6414,-64.1698
0.33,7233.065,-50.5065,-114.5582
0.34,7515.0306,-19.3569,-109.841
0.35,7575.2981,-37.7991,-123.3566
0.36,7441.8487,-58.2977,-40.7077
0.37,7116.8348,27.1065,-22.1711
0.38,7052.2626,159.5929,-40.152
0.39,7471.9824,243.453,-73.29
0.4,7986.4083,283.4318,32.5528
0.41,8515.9011,255.6143,175.2542
0.42,8584.7782,143.0079,245.8183
0.43,8487.9198,190.5882,303.367
0.44,8184.43,300.9579,275.1376
0.45,8309.2698,278.2288,144.9875
0.46,8315.727,184.5618,190.2147
0.47,8494.377,73.3274,318.4538
0.48,8524.5108,-48.5998,284.4188
0.49,8546.0348,-90.1042,205.6246
0.5,8462.0909,-81.2133,67.8245
0.51,8449.1764,-93.1992,-46.0143
0.52,8685.9415,-203.9032,-85.3211
0.53,8629.9788,-214.2911,-79.9188
0.54,8264.0692,-299.1456,-93.1225
0.55,7803.4535,-324.8826,-191.7584
0.56,7697.9855,-178.9481,-196.5754
0.57,8087.5716,-102.6608,-313.2567
0.58,8373.8421,-152.1658,-324.522
0.59,8386.7565,-62.6456,-180.0608
0.6,8201.6493,-42.6218,-103.2368
0.61,7878.7879,-127.3443,-143.2232
0.62,7932.5981,-60.6851,-41.0496
0.63,8165.0583,120.4166,-31.3094
0.64,8419.0427,71.9205,-140.2514
0.65,8515.9011,24.1925,-51.3068
0.66,8571.8638,46.93,122.2114
